7.47	0.00	4.00	0.00	2.16	0.00
7.47	0.00	3.90	0.00	2.16	0.00
7.56	0.00	4.00	0.00	2.25	0.00
7.56	0.00	4.00	0.00	2.34	0.00
19.53	0.00	5.10	0.00	10.80	0.00
17.55	0.00	4.80	0.00	9.45	0.00
15.66	0.18	4.60	0.00	8.10	0.00
14.22	0.18	4.30	0.00	7.29	0.00
12.96	0.18	3.90	0.00	6.66	0.00
12.15	0.18	3.90	0.00	6.12	0.00
11.52	0.18	3.70	0.00	5.67	0.00
10.80	0.18	3.80	0.00	5.22	0.00
10.35	0.18	3.60	0.00	4.95	0.00
1.89	0.00	2.20	0.00	0.09	0.00
2.97	0.00	2.80	0.00	0.18	0.00
3.42	0.00	2.80	0.00	0.27	0.00
3.87	0.00	2.90	0.00	0.45	0.00
4.32	0.00	3.00	0.00	0.72	0.00
4.77	0.00	3.20	0.00	0.90	0.00
4.95	0.00	3.10	0.00	1.08	0.00
5.31	0.00	3.20	0.00	1.26	0.00
5.58	0.00	3.30	0.00	1.44	0.00
5.85	0.00	3.30	0.00	1.53	0.00
6.03	0.00	3.40	0.00	1.62	0.00
6.21	0.00	3.20	0.00	1.80	0.00
6.30	0.00	3.20	0.00	1.89	0.00
6.48	0.00	3.30	0.00	1.98	0.00
6.12	0.00	2.70	0.00	1.98	0.00
17.19	0.00	4.20	0.00	9.63	0.00
14.58	0.36	3.80	0.00	8.19	0.00
12.78	0.36	3.90	0.00	6.57	0.00
12.06	0.36	3.70	0.00	6.12	0.00
11.52	0.36	3.70	0.00	5.76	0.00
10.71	0.36	3.80	0.00	5.22	0.00
9.36	0.36	3.20	0.00	4.77	0.00
8.55	0.36	2.70	0.00	4.14	0.00
8.19	0.36	2.70	0.00	3.78	0.00
8.10	0.36	2.60	0.00	3.69	0.00
1.26	0.00	1.80	0.00	0.09	0.00
1.71	0.00	2.00	0.00	0.09	0.00
2.16	0.00	2.00	0.00	0.18	0.00
2.79	0.00	2.30	0.00	0.27	0.00
3.51	0.00	2.60	0.00	0.36	0.00
3.96	0.00	2.70	0.00	0.36	0.00
4.59	0.00	3.10	0.00	0.63	0.00
4.86	0.00	3.10	0.00	0.81	0.00
5.13	0.00	3.00	0.00	0.99	0.00
5.49	0.00	3.10	0.00	1.26	0.00
5.76	0.00	3.10	0.00	1.35	0.00
6.12	0.00	3.30	0.00	1.53	0.00
6.21	0.00	3.30	0.00	1.71	0.00
6.48	0.00	3.50	0.00	1.80	0.00
16.65	0.00	4.70	0.00	9.27	0.00
14.22	0.18	4.50	0.00	7.65	0.00
12.15	0.36	4.10	0.00	6.21	0.00
11.25	0.36	4.00	0.00	5.67	0.00
9.99	0.36	3.60	0.00	5.13	0.00
8.82	0.36	3.30	0.00	4.59	0.00
8.37	0.36	3.00	0.00	4.23	0.00
6.93	0.36	3.40	0.00	3.78	0.00
7.92	0.54	2.50	0.00	3.42	0.00
6.30	0.54	3.10	0.00	2.52	0.00
7.74	0.36	2.60	0.00	3.42	0.00
6.57	0.36	2.70	0.00	2.43	0.00
1.08	0.00	1.70	0.00	0.09	0.00
1.62	0.00	1.90	0.00	0.09	0.00
2.07	0.00	2.20	0.00	0.18	0.00
2.61	0.00	2.20	0.00	0.18	0.00
3.06	0.00	2.10	0.00	0.27	0.00
3.78	0.00	2.80	0.00	0.36	0.00
4.23	0.00	2.90	0.00	0.36	0.00
4.68	0.00	3.10	0.00	0.63	0.00
5.13	0.00	3.20	0.00	0.90	0.00
5.04	0.00	2.60	0.00	1.08	0.00
5.67	0.00	3.20	0.00	1.26	0.00
5.85	0.00	3.50	0.00	1.44	0.00
16.11	0.00	4.50	0.00	9.18	0.00
13.32	0.18	4.20	0.00	7.83	0.00
10.35	0.18	3.40	0.00	6.39	0.00
9.09	0.36	2.80	0.00	5.67	0.00
8.01	0.36	2.50	0.00	5.31	0.00
6.66	0.54	3.00	0.00	4.95	0.00
5.94	0.72	2.90	0.00	4.50	0.00
5.94	0.72	3.00	0.00	4.05	0.00
5.31	0.72	2.00	0.00	3.60	0.00
1.08	0.00	0.80	0.00	0.09	0.00
1.26	0.00	1.20	0.00	0.18	0.00
1.80	0.00	1.70	0.00	0.18	0.00
2.16	0.00	1.80	0.00	0.18	0.00
2.52	0.00	1.90	0.00	0.27	0.00
2.43	0.00	1.50	0.00	0.36	0.00
2.43	0.00	1.40	0.00	0.45	0.00
3.24	0.00	2.10	0.00	0.54	0.00
3.78	0.00	2.20	0.00	0.81	0.00
4.14	0.00	2.20	0.00	1.08	0.00
4.14	0.00	1.80	0.00	1.26	0.00
4.95	0.00	2.30	0.00	1.44	0.00
5.04	0.00	2.10	0.00	1.62	0.00
5.58	0.00	2.50	0.00	1.71	0.00
17.28	0.00	3.70	0.00	9.90	0.00
15.66	0.18	3.50	0.00	8.55	0.00
13.59	0.18	2.70	0.00	7.38	0.00
14.49	0.00	4.00	0.00	7.38	0.00
14.13	0.00	4.20	0.00	7.11	0.00
11.79	0.18	3.10	0.00	6.03	0.00
11.07	0.18	2.70	0.00	5.67	0.00
11.88	0.18	3.40	0.00	5.94	0.00
2.25	0.00	2.20	0.00	0.18	0.00
2.70	0.00	2.30	0.00	0.27	0.00
3.06	0.00	2.00	0.00	0.45	0.00
3.42	0.00	2.00	0.00	0.63	0.00
4.05	0.00	2.30	0.00	0.81	0.00
4.41	0.00	2.50	0.00	1.08	0.00
4.50	0.00	2.30	0.00	1.17	0.00
5.04	0.00	2.60	0.00	1.35	0.00
5.76	0.00	3.30	0.00	1.53	0.00
5.76	0.00	3.10	0.00	1.62	0.00
6.03	0.00	3.20	0.00	1.71	0.00
6.30	0.00	3.40	0.00	1.80	0.00
6.30	0.00	3.20	0.00	1.89	0.00
6.48	0.00	3.20	0.00	1.98	0.00
6.93	0.00	3.70	0.00	2.07	0.00
7.56	0.00	4.50	0.00	2.16	0.00
7.65	0.00	4.50	0.00	2.25	0.00
7.47	0.00	4.20	0.00	2.25	0.00
7.38	0.00	4.40	0.00	2.25	0.00
6.84	0.00	4.10	0.00	2.25	0.00
6.30	0.00	3.60	0.00	2.25	0.00
5.94	0.00	3.40	0.00	2.16	0.00
5.49	0.00	3.30	0.00	2.07	0.00
4.95	0.00	2.80	0.00	1.98	0.00
4.77	0.00	2.80	0.00	1.89	0.00
4.41	0.00	2.60	0.00	1.71	0.00
4.41	0.00	2.40	0.00	1.53	0.00
4.86	0.00	2.60	0.00	1.44	0.00
5.31	0.00	3.00	0.00	1.62	0.00
5.67	0.00	3.10	0.00	1.71	0.00
5.94	0.00	3.20	0.00	1.80	0.00
6.48	0.00	3.70	0.00	1.89	0.00
6.66	0.00	3.70	0.00	1.98	0.00
6.75	0.00	3.60	0.00	2.07	0.00
7.38	0.00	4.30	0.00	2.16	0.00
7.20	0.00	3.80	0.00	2.25	0.00
7.38	0.00	3.90	0.00	2.25	0.00
7.29	0.00	3.60	0.00	2.34	0.00
7.11	0.00	3.20	0.00	2.34	0.00
7.11	0.00	3.20	0.00	2.34	0.00
7.20	0.00	3.50	0.00	2.43	0.00
17.55	0.00	4.50	0.00	9.45	0.00
14.58	0.36	3.80	0.00	7.92	0.00
11.79	0.36	3.10	0.00	6.66	0.00
10.08	0.54	2.70	0.00	5.76	0.00
8.55	0.54	2.20	0.00	5.04	0.00
7.47	0.54	1.70	0.00	4.41	0.00
6.57	0.54	1.50	0.00	3.87	0.00
7.11	0.54	1.90	0.00	3.87	0.00
6.84	0.54	1.60	0.00	3.78	0.00
0.45	0.00	0.70	0.00	0.09	0.00
0.99	0.00	1.20	0.00	0.18	0.00
1.44	0.00	1.20	0.00	0.18	0.00
2.16	0.00	1.50	0.00	0.27	0.00
2.88	0.00	1.80	0.00	0.45	0.00
3.06	0.00	1.70	0.00	0.63	0.00
3.51	0.00	1.80	0.00	0.81	0.00
3.87	0.00	1.90	0.00	0.99	0.00
4.14	0.00	1.90	0.00	1.17	0.00
4.50	0.00	2.00	0.00	1.35	0.00
4.77	0.00	2.00	0.00	1.44	0.00
4.95	0.00	2.20	0.00	1.53	0.00
5.31	0.00	2.50	0.00	1.62	0.00
5.94	0.00	3.10	0.00	1.80	0.00
5.94	0.00	3.00	0.00	1.80	0.00
16.20	0.00	4.50	0.00	9.00	0.00
13.32	0.36	4.10	0.00	7.92	0.00
9.63	0.36	2.80	0.00	6.12	0.00
8.19	0.36	2.20	0.00	5.31	0.00
7.65	0.36	2.00	0.00	4.86	0.00
7.02	0.36	1.80	0.00	4.41	0.00
6.39	0.54	1.70	0.00	3.87	0.00
5.40	0.54	1.80	0.00	3.60	0.00
6.03	0.54	1.90	0.00	2.88	0.00
0.45	0.00	0.90	0.00	0.09	0.00
0.90	0.00	1.40	0.00	0.09	0.00
1.17	0.00	1.70	0.00	0.18	0.00
1.53	0.00	1.80	0.00	0.27	0.00
2.43	0.00	2.30	0.00	0.27	0.00
2.70	0.00	2.10	0.00	0.45	0.00
3.24	0.00	2.40	0.00	0.63	0.00
3.60	0.00	2.60	0.00	0.81	0.00
4.23	0.00	3.00	0.00	0.99	0.00
4.68	0.00	3.40	0.00	1.08	0.00
5.04	0.00	3.70	0.00	1.26	0.00
5.13	0.00	3.30	0.00	1.35	0.00
5.04	0.00	2.90	0.00	1.44	0.00
5.22	0.00	2.90	0.00	1.53	0.00
5.49	0.00	3.10	0.00	1.62	0.00
14.85	0.00	4.40	0.00	7.92	0.00
13.68	0.36	4.50	0.00	6.75	0.00
11.70	0.36	3.80	0.00	5.40	0.00
10.98	0.36	3.30	0.00	5.04	0.00
11.07	0.36	4.20	0.00	4.77	0.00
10.44	0.36	4.30	0.00	4.32	0.00
8.82	0.36	3.60	0.00	4.05	0.00
9.81	0.36	4.20	0.00	3.51	0.00
8.91	0.36	4.00	0.00	3.87	0.00
8.73	0.36	3.90	0.00	3.24	0.00
2.25	0.00	2.30	0.00	0.09	0.00
3.06	0.00	2.90	0.00	0.18	0.00
3.42	0.00	2.70	0.00	0.18	0.00
3.87	0.00	2.90	0.00	0.36	0.00
4.32	0.00	3.00	0.00	0.63	0.00
4.68	0.00	3.20	0.00	0.81	0.00
4.77	0.00	2.90	0.00	0.90	0.00
5.22	0.00	3.30	0.00	1.08	0.00
5.31	0.00	3.10	0.00	1.26	0.00
5.76	0.00	3.60	0.00	1.35	0.00
6.12	0.00	3.80	0.00	1.53	0.00
6.03	0.00	3.30	0.00	1.62	0.00
6.03	0.00	3.10	0.00	1.71	0.00
6.12	0.00	3.00	0.00	1.80	0.00
16.29	0.00	4.30	0.00	8.73	0.00
15.12	0.36	4.70	0.00	7.56	0.00
13.59	0.36	5.00	0.00	6.12	0.00
12.60	0.36	4.30	0.00	5.76	0.00
12.06	0.36	4.50	0.00	5.31	0.00
11.16	0.36	3.90	0.00	4.95	0.00
10.80	0.36	3.90	0.00	4.77	0.00
10.44	0.36	3.80	0.00	4.50	0.00
9.36	0.36	3.60	0.00	4.32	0.00
9.36	0.36	3.00	0.00	3.42	0.00
8.82	0.36	3.10	0.00	3.87	0.00
9.81	0.36	3.20	0.00	3.96	0.00
2.16	0.00	1.90	0.00	0.09	0.00
2.97	0.00	2.30	0.00	0.09	0.00
3.33	0.00	2.10	0.00	0.18	0.00
3.96	0.00	2.50	0.00	0.27	0.00
4.50	0.00	2.70	0.00	0.54	0.00
4.95	0.00	3.00	0.00	0.72	0.00
5.13	0.00	2.90	0.00	0.99	0.00
5.22	0.00	2.60	0.00	1.17	0.00
5.49	0.00	2.70	0.00	1.35	0.00
5.85	0.00	3.00	0.00	1.53	0.00
6.21	0.00	3.20	0.00	1.62	0.00
5.85	0.00	3.60	0.00	1.71	0.00
15.66	0.00	5.20	0.00	9.09	0.00
12.60	0.18	4.20	0.00	7.74	0.00
9.27	0.36	3.20	0.00	6.21	0.00
7.92	0.36	2.30	0.00	5.40	0.00
6.12	0.36	2.20	0.00	4.95	0.00
5.85	0.54	1.80	0.00	4.32	0.00
4.59	0.72	1.50	0.00	3.15	0.00
4.14	0.90	1.10	0.00	3.06	0.00
4.05	0.72	1.00	0.00	2.07	0.00
0.18	0.36	0.10	0.00	0.09	0.00
0.45	0.00	0.30	0.00	0.09	0.00
0.63	0.00	0.50	0.00	0.09	0.00
0.81	0.00	0.80	0.00	0.18	0.00
0.99	0.00	0.70	0.00	0.18	0.00
1.53	0.00	1.00	0.00	0.27	0.00
1.89	0.00	1.30	0.00	0.36	0.00
2.07	0.00	1.40	0.00	0.36	0.00
2.52	0.00	1.60	0.00	0.45	0.00
2.79	0.00	1.50	0.00	0.63	0.00
3.24	0.00	1.60	0.00	0.81	0.00
3.60	0.00	1.70	0.00	0.99	0.00
3.96	0.00	1.80	0.00	1.17	0.00
4.41	0.00	1.90	0.00	1.35	0.00
14.31	0.00	3.00	0.00	8.28	0.00
11.61	0.36	3.00	0.00	6.75	0.00
8.64	0.36	2.50	0.00	5.04	0.00
6.93	0.54	2.00	0.00	4.41	0.00
4.86	0.54	1.60	0.00	3.51	0.00
4.41	0.72	1.30	0.00	2.43	0.00
4.05	0.90	1.10	0.00	2.07	0.00
3.78	1.08	0.90	0.00	1.71	0.00
0.09	0.72	0.10	0.00	0.09	0.00
0.18	0.36	0.10	0.00	0.09	0.00
0.54	0.00	0.20	0.00	0.09	0.00
0.63	0.00	0.50	0.00	0.18	0.00
0.99	0.00	0.90	0.00	0.18	0.00
1.08	0.00	1.00	0.00	0.27	0.00
1.26	0.00	1.00	0.00	0.27	0.00
1.53	0.00	1.00	0.00	0.36	0.00
1.80	0.00	1.20	0.00	0.36	0.00
2.43	0.00	1.90	0.00	0.54	0.00
2.61	0.00	2.10	0.00	0.72	0.00
3.06	0.00	2.10	0.00	0.90	0.00
3.33	0.00	2.20	0.00	1.08	0.00
3.78	0.00	2.40	0.00	1.17	0.00
3.96	0.00	2.20	0.00	1.26	0.00
4.59	0.00	2.80	0.00	1.44	0.00
4.77	0.00	2.90	0.00	1.53	0.00
4.77	0.00	2.60	0.00	1.62	0.00
5.22	0.00	2.90	0.00	1.71	0.00
5.40	0.00	3.00	0.00	1.71	0.00
5.94	0.00	3.70	0.00	1.80	0.00
6.30	0.00	4.00	0.00	1.89	0.00
6.57	0.00	4.30	0.00	1.98	0.00
6.48	0.00	4.10	0.00	1.98	0.00
6.57	0.00	4.10	0.00	1.98	0.00
6.75	0.00	4.20	0.00	2.07	0.00
6.75	0.00	4.00	0.00	2.07	0.00
6.48	0.00	3.50	0.00	2.07	0.00
6.48	0.00	3.40	0.00	2.07	0.00
6.48	0.00	3.20	0.00	2.16	0.00
6.48	0.00	3.20	0.00	2.16	0.00
6.39	0.00	2.90	0.00	2.16	0.00
6.30	0.00	2.60	0.00	2.16	0.00
6.30	0.00	2.50	0.00	2.25	0.00
6.66	0.00	2.90	0.00	2.25	0.00
6.75	0.00	3.00	0.00	2.25	0.00
6.84	0.00	3.20	0.00	2.25	0.00
6.93	0.00	3.30	0.00	2.34	0.00
7.02	0.00	3.40	0.00	2.34	0.00
7.02	0.00	3.30	0.00	2.34	0.00
7.02	0.00	3.50	0.00	2.34	0.00
17.55	0.00	5.00	0.00	9.27	0.00
15.39	0.36	4.60	0.00	8.01	0.00
14.13	0.36	4.80	0.00	6.75	0.00
13.14	0.36	4.60	0.00	6.21	0.00
12.78	0.36	4.80	0.00	6.03	0.00
12.24	0.36	4.70	0.00	5.67	0.00
11.88	0.18	4.60	0.00	5.49	0.00
11.25	0.36	4.50	0.00	5.04	0.00
11.16	0.18	4.40	0.00	4.95	0.00
2.70	0.00	2.90	0.00	0.09	0.00
3.33	0.00	2.90	0.00	0.27	0.00
3.60	0.00	2.60	0.00	0.36	0.00
4.41	0.00	3.30	0.00	0.54	0.00
4.68	0.00	3.10	0.00	0.81	0.00
5.04	0.00	3.20	0.00	0.99	0.00
5.76	0.00	4.00	0.00	1.26	0.00
5.67	0.00	3.30	0.00	1.35	0.00
6.39	0.00	3.90	0.00	1.53	0.00
6.93	0.00	4.40	0.00	1.71	0.00
7.47	0.00	4.80	0.00	1.89	0.00
7.47	0.00	4.60	0.00	1.98	0.00
7.92	0.00	5.20	0.00	2.07	0.00
8.19	0.00	5.60	0.00	2.25	0.00
8.28	0.00	6.40	0.00	2.34	0.00
21.33	0.00	7.20	0.00	11.43	0.00
18.81	0.00	5.90	0.00	10.26	0.00
16.29	0.00	5.80	0.00	8.73	0.00
15.12	0.00	6.10	0.00	8.10	0.00
13.77	0.00	5.20	0.00	7.47	0.00
12.24	0.00	5.40	0.00	6.66	0.00
11.61	0.00	4.80	0.00	6.03	0.00
10.26	0.18	3.40	0.00	5.40	0.00
9.72	0.18	3.50	0.00	4.77	0.00
1.62	0.00	2.00	0.00	0.18	0.00
1.98	0.00	2.20	0.00	0.18	0.00
2.43	0.00	2.40	0.00	0.27	0.00
2.88	0.00	2.50	0.00	0.36	0.00
3.78	0.00	2.90	0.00	0.36	0.00
4.41	0.00	3.40	0.00	0.54	0.00
5.13	0.00	3.80	0.00	0.81	0.00
5.31	0.00	3.50	0.00	1.08	0.00
5.49	0.00	3.10	0.00	1.26	0.00
6.03	0.00	3.40	0.00	1.44	0.00
6.48	0.00	3.60	0.00	1.62	0.00
6.39	0.00	3.20	0.00	1.80	0.00
6.93	0.00	3.60	0.00	1.89	0.00
7.38	0.00	4.00	0.00	2.07	0.00
6.66	0.00	4.00	0.00	2.16	0.00
17.64	0.00	5.30	0.00	10.62	0.00
13.86	0.18	4.20	0.00	8.91	0.00
11.07	0.18	3.90	0.00	7.29	0.00
9.45	0.36	3.20	0.00	6.30	0.00
8.01	0.36	2.80	0.00	5.58	0.00
5.94	0.54	2.10	0.00	5.04	0.00
4.77	0.90	1.50	0.00	4.05	0.00
4.59	0.90	1.40	0.00	3.42	0.00
4.68	0.90	1.70	0.00	2.34	0.00
4.68	0.90	1.60	0.00	2.97	0.00
0.63	0.00	0.20	0.00	0.09	0.00
0.99	0.00	0.80	0.00	0.09	0.00
1.26	0.00	1.30	0.00	0.18	0.00
1.62	0.00	1.50	0.00	0.18	0.00
2.07	0.00	1.70	0.00	0.27	0.00
2.43	0.00	2.10	0.00	0.27	0.00
2.79	0.00	2.40	0.00	0.36	0.00
3.06	0.00	2.50	0.00	0.45	0.00
3.69	0.00	3.10	0.00	0.54	0.00
4.05	0.00	3.10	0.00	0.72	0.00
4.23	0.00	2.80	0.00	0.90	0.00
4.50	0.00	2.80	0.00	1.08	0.00
4.68	0.00	2.80	0.00	1.17	0.00
4.86	0.00	2.70	0.00	1.26	0.00
14.04	0.00	3.60	0.00	7.65	0.00
12.51	0.36	3.60	0.00	6.30	0.00
11.07	0.36	3.70	0.00	4.95	0.00
11.16	0.36	4.40	0.00	4.68	0.00
11.25	0.36	4.40	0.00	4.68	0.00
12.06	0.36	5.30	0.00	4.86	0.00
11.97	0.18	4.80	0.00	5.04	0.00
11.61	0.18	4.80	0.00	4.86	0.00
11.34	0.18	4.70	0.00	4.68	0.00
11.07	0.18	4.60	0.00	4.32	0.00
11.52	0.18	4.60	0.00	4.41	0.00
11.43	0.18	3.80	0.00	4.77	0.00
2.70	0.00	2.60	0.00	0.09	0.00
3.42	0.00	2.80	0.00	0.09	0.00
3.96	0.00	2.80	0.00	0.18	0.00
4.32	0.00	2.70	0.00	0.27	0.00
4.77	0.00	2.80	0.00	0.54	0.00
5.40	0.00	3.30	0.00	0.72	0.00
5.67	0.00	3.10	0.00	0.99	0.00
5.67	0.00	2.80	0.00	1.26	0.00
5.94	0.00	2.80	0.00	1.44	0.00
6.12	0.00	2.80	0.00	1.62	0.00
6.48	0.00	2.90	0.00	1.80	0.00
6.66	0.00	3.10	0.00	1.89	0.00
17.64	0.00	4.50	0.00	10.44	0.00
15.03	0.00	4.00	0.00	9.27	0.00
12.15	0.00	3.70	0.00	7.65	0.00
10.98	0.00	3.20	0.00	7.02	0.00
10.89	0.18	3.70	0.00	6.48	0.00
10.17	0.18	3.40	0.00	6.12	0.00
9.90	0.18	3.60	0.00	5.67	0.00
9.63	0.18	2.90	0.00	5.58	0.00
9.18	0.18	3.20	0.00	4.86	0.00
1.44	0.00	2.20	0.00	0.09	0.00
1.71	0.00	2.30	0.00	0.18	0.00
1.98	0.00	2.20	0.00	0.27	0.00
2.25	0.00	2.20	0.00	0.27	0.00
2.79	0.00	1.90	0.00	0.36	0.00
3.33	0.00	2.10	0.00	0.45	0.00
3.87	0.00	2.30	0.00	0.63	0.00
4.50	0.00	2.60	0.00	0.90	0.00
5.13	0.00	2.90	0.00	1.17	0.00
5.22	0.00	2.60	0.00	1.35	0.00
5.67	0.00	2.80	0.00	1.53	0.00
5.85	0.00	2.70	0.00	1.62	0.00
6.66	0.00	3.60	0.00	1.80	0.00
6.84	0.00	3.50	0.00	1.98	0.00
19.35	0.00	5.10	0.00	10.71	0.00
18.00	0.00	5.60	0.00	9.36	0.00
16.29	0.00	5.20	0.00	8.10	0.00
14.49	0.00	4.50	0.00	7.47	0.00
14.22	0.00	6.20	0.00	6.84	0.00
13.23	0.00	5.60	0.00	6.66	0.00
12.96	0.00	5.80	0.00	6.48	0.00
11.70	0.00	4.90	0.00	5.85	0.00
2.70	0.00	3.50	0.00	0.18	0.00
3.06	0.00	3.30	0.00	0.27	0.00
3.33	0.00	3.60	0.00	0.36	0.00
3.60	0.00	3.60	0.00	0.36	0.00
3.69	0.00	3.30	0.00	0.45	0.00
4.05	0.00	3.20	0.00	0.54	0.00
4.23	0.00	2.70	0.00	0.63	0.00
4.59	0.00	2.50	0.00	0.90	0.00
5.04	0.00	2.70	0.00	1.08	0.00
5.67	0.00	3.00	0.00	1.35	0.00
6.03	0.00	3.10	0.00	1.53	0.00
6.39	0.00	3.20	0.00	1.71	0.00
6.66	0.00	3.30	0.00	1.80	0.00
7.11	0.00	3.70	0.00	1.98	0.00
7.47	0.00	3.90	0.00	2.07	0.00
7.65	0.00	4.00	0.00	2.16	0.00
6.84	0.00	3.70	0.00	2.25	0.00
5.94	0.00	3.80	0.00	2.25	0.00
5.31	0.00	3.60	0.00	2.25	0.00
4.50	0.00	3.40	0.00	2.16	0.00
3.69	0.00	2.90	0.00	2.07	0.00
3.60	0.00	2.50	0.00	1.98	0.00
3.51	0.00	2.60	0.00	1.89	0.00
3.69	0.00	2.90	0.00	1.89	0.00
3.51	0.00	2.50	0.00	1.89	0.00
3.87	0.00	2.70	0.00	1.89	0.00
4.05	0.00	2.60	0.00	1.98	0.00
4.50	0.00	2.70	0.00	1.98	0.00
4.68	0.00	2.60	0.00	2.07	0.00
5.22	0.00	3.00	0.00	2.07	0.00
5.31	0.00	2.90	0.00	2.16	0.00
5.67	0.00	3.10	0.00	2.16	0.00
5.67	0.00	2.80	0.00	2.16	0.00
5.76	0.00	2.80	0.00	2.16	0.00
5.85	0.00	2.70	0.00	2.25	0.00
5.67	0.00	2.30	0.00	2.25	0.00
6.21	0.00	3.10	0.00	2.25	0.00
6.03	0.00	2.60	0.00	2.25	0.00
6.03	0.00	2.50	0.00	2.25	0.00
6.03	0.00	2.40	0.00	2.25	0.00
5.85	0.00	2.20	0.00	2.25	0.00
16.74	0.00	3.30	0.00	9.63	0.00
14.85	0.36	3.60	0.00	8.10	0.00
13.77	0.36	4.10	0.00	7.11	0.00
13.05	0.36	4.10	0.00	6.66	0.00
11.79	0.36	3.80	0.00	6.12	0.00
10.35	0.36	3.20	0.00	5.67	0.00
9.36	0.36	2.70	0.00	5.13	0.00
8.82	0.36	2.30	0.00	4.59	0.00
8.28	0.36	2.20	0.00	4.05	0.00
1.26	0.00	1.70	0.00	0.09	0.00
1.62	0.00	1.70	0.00	0.09	0.00
1.89	0.00	1.80	0.00	0.18	0.00
2.34	0.00	2.10	0.00	0.18	0.00
2.88	0.00	2.10	0.00	0.27	0.00
3.24	0.00	1.90	0.00	0.36	0.00
3.69	0.00	1.90	0.00	0.45	0.00
4.50	0.00	2.40	0.00	0.63	0.00
5.13	0.00	2.80	0.00	0.90	0.00
5.58	0.00	2.90	0.00	1.17	0.00
5.85	0.00	2.80	0.00	1.35	0.00
6.12	0.00	2.80	0.00	1.53	0.00
6.39	0.00	2.80	0.00	1.71	0.00
6.66	0.00	2.90	0.00	1.89	0.00
6.03	0.00	2.90	0.00	1.98	0.00
17.73	0.00	3.60	0.00	11.16	0.00
15.03	0.00	3.30	0.00	9.90	0.00
13.50	0.00	3.90	0.00	8.37	0.00
12.33	0.00	3.80	0.00	7.74	0.00
10.98	0.00	3.30	0.00	7.02	0.00
10.26	0.18	2.60	0.00	6.48	0.00
9.09	0.18	2.60	0.00	5.67	0.00
8.28	0.36	2.40	0.00	5.13	0.00
7.11	0.36	2.40	0.00	4.41	0.00
0.72	0.00	0.80	0.00	0.09	0.00
0.72	0.00	0.90	0.00	0.18	0.00
1.17	0.00	1.00	0.00	0.18	0.00
1.71	0.00	1.50	0.00	0.18	0.00
2.16	0.00	1.80	0.00	0.27	0.00
2.43	0.00	1.90	0.00	0.36	0.00
2.70	0.00	1.70	0.00	0.45	0.00
3.06	0.00	1.70	0.00	0.54	0.00
3.60	0.00	1.90	0.00	0.63	0.00
3.87	0.00	1.90	0.00	0.81	0.00
4.23	0.00	1.90	0.00	0.99	0.00
4.41	0.00	1.90	0.00	1.17	0.00
4.59	0.00	1.80	0.00	1.35	0.00
4.77	0.00	1.80	0.00	1.44	0.00
4.77	0.00	1.90	0.00	1.53	0.00
14.49	0.00	2.90	0.00	8.55	0.00
11.97	0.36	3.00	0.00	6.93	0.00
9.09	0.36	2.30	0.00	5.31	0.00
8.01	0.54	2.20	0.00	4.68	0.00
6.66	0.54	1.60	0.00	3.87	0.00
4.86	0.54	1.40	0.00	3.15	0.00
4.23	0.54	1.30	0.00	2.79	0.00
4.05	0.54	1.20	0.00	1.89	0.00
3.78	0.72	1.00	0.00	1.44	0.00
3.96	0.72	1.10	0.00	1.26	0.00
0.09	0.00	0.00	0.00	0.00	0.00
0.27	0.00	0.50	0.00	0.09	0.00
0.45	0.00	0.60	0.00	0.09	0.00
0.72	0.00	1.00	0.00	0.09	0.00
1.53	0.00	1.60	0.00	0.18	0.00
1.80	0.00	1.40	0.00	0.27	0.00
2.52	0.00	1.80	0.00	0.27	0.00
2.79	0.00	1.60	0.00	0.36	0.00
3.24	0.00	1.90	0.00	0.45	0.00
3.69	0.00	2.10	0.00	0.63	0.00
4.23	0.00	2.50	0.00	0.81	0.00
4.41	0.00	2.50	0.00	0.99	0.00
4.77	0.00	2.60	0.00	1.17	0.00
4.86	0.00	2.60	0.00	1.26	0.00
14.94	0.00	4.40	0.00	7.92	0.00
13.32	0.36	4.20	0.00	6.66	0.00
11.70	0.36	3.80	0.00	5.31	0.00
11.34	0.36	3.80	0.00	5.04	0.00
10.98	0.36	3.80	0.00	4.77	0.00
10.44	0.36	3.30	0.00	4.59	0.00
9.81	0.36	3.10	0.00	4.23	0.00
9.09	0.36	3.40	0.00	4.05	0.00
9.72	0.36	3.30	0.00	3.51	0.00
8.55	0.36	3.30	0.00	3.78	0.00
9.18	0.36	3.00	0.00	3.24	0.00
8.82	0.36	3.40	0.00	3.87	0.00
2.52	0.00	2.50	0.00	0.09	0.00
2.97	0.00	2.50	0.00	0.09	0.00
3.42	0.00	2.40	0.00	0.18	0.00
3.42	0.00	2.00	0.00	0.27	0.00
4.14	0.00	2.60	0.00	0.54	0.00
4.23	0.00	2.30	0.00	0.72	0.00
4.41	0.00	2.10	0.00	0.81	0.00
4.77	0.00	2.40	0.00	0.99	0.00
5.04	0.00	2.40	0.00	1.17	0.00
5.49	0.00	2.90	0.00	1.35	0.00
5.31	0.00	2.40	0.00	1.44	0.00
5.04	0.00	3.20	0.00	1.62	0.00
13.95	0.00	3.80	0.00	8.73	0.00
11.07	0.18	3.10	0.00	7.47	0.00
8.10	0.36	2.30	0.00	5.94	0.00
